article_id,text,category_keyword,source
NEWS_0167,"Ayaan Hirsi Ali is a Somalia-born writer, activist, and former member of the Dutch Parliament. She is an outspoken advocate for women's rights in Islamic society and a strong critic of Muslim extremism. Outspoken critic of Islam, Ayaan Hirsi Ali Hirsi Ali fled to the Netherlands in 1992 to escape an arranged marriage in Africa, and served as a member of the Dutch parliament from 2003 to 2006. In parliament, she promoted the integration of non-Western immigrants into Dutch society and defending the rights of women in Dutch Muslim society. In 2004, she worked with the late director Theo Van Gogh on the film ""Submission,"" which highlighted the oppression of women in conservative Islamic societies. The airing of the film on Dutch television resulted in the assassination of Mr. Van Gogh by an Islamic extremist, and she went into hiding. Her memoir, ""Infidel,"" published in 2007, recounts her decision to denounce Islam and become an atheist, and her transformation, she says, from ""the world of faith to the world of reason."" Ayaan was named one of Time Magazine's ""100 Most Influential People of 2005,"" one of the Glamour Heroes of 2005, and Reader's Digest's ""European of the Year."" She has also received Norway's Human Rights Service's Bellwether of the Year Award, the Danish Freedom Prize, the Swedish Democracy Prize, and the Moral Courage Award for commitment to conflict resolution, ethics, and world citizenship.",filmmaker,news-qa-summarization
NEWS_0168,"(CNN) -- Floyd Mayweather Jr. has said he is ready to make the big-money fight with newly crowned WBO welterweight world champion Manny Pacquiao happen. 

After victory in Las Vegas over Puerto Rico's Miguel Cotto on Saturday, Pacquiao's trainer Freddie Roach said the ""whole world"" now wanted to see a fight with Mayweather. 

Reacting to the proposition the undefeated 32-year-old, who formerly held the WBC title at welterweight, told British broadcaster Sky Sports: ""If he wants to fight Floyd Mayweather all he has to do is step up to the plate."" 

The twice-voted Ring magazine fighter of the year added that he felt Pacquiao's approach was one-dimensional but the Filipino would be a favorite with the crowd. 

""The thing is with Pacquaio I don't see any versatility as a fighter; he's a good puncher but just one-dimensional. Is Pacquiao the greatest? 

""The world's going to go 'wow' if Floyd Mayweather gets beaten. That's what everyone is looking to see. 

""If I beat Manny Pacquaio do you know what they are going to say? 'You are supposed to beat him, you are Floyd Mayweather, you are the bigger man'. If I knock him out they'll say 'you're supposed to knock him out he's been knocked out before'. 

""I'm in a no-win situation and when I beat him no one is going to be surprised because he's been beaten before; whatever I do to Pacquaio has been done before - he's been beaten on three occasions. And if I knock him out I don't want the world shouting because he's been knocked out twice before."" 

If the fight goes ahead it is expected to challenge the mark set by Oscar De La Hoya's bout with Floyd Mayweather for the most profitable in history. 

Money generated from pay-per-view subscriptions earned the two fighters an estimated combined total of $77 million in 2007. 

Mayweather, whose nickname is ""Money,"" said: ""If I go out and make $60-75 million in one night; come on - I'm not losing.""",oscar,news-qa-summarization
NEWS_0169,"(The Frisky) -- You don't have to be Jennifer Aniston to think that the four women who Krazy-Glued a cheater's penis to his stomach were way harsh and beyond psycho. If  your ex's loved ones ask why you broke up, it's OK to admit he cheated on you, writer says. But in our less scrupulous/mature moments, many of us want to punish a particularly nasty ex, especially if he was a cheater. Ladies, let's keep it legal (and Krazy Glue-free), OK? Here are 10 ideas: 1. Email his crappiest crap e-mail to Jezebel.com's Crap E-mail From A Dude and when they publish it, discreetly post the link as your GChat away message. 2. Call up your hottest platonic male friend, grab your digital camera and go do something adorable together. Now it's time to create a Facebook photo album full of pics of you looking smiley. (Bonus points if your ex was slightly paranoid that this guy had a thing for you). The Frisky: Possible to remain friends with an ex? 3. Permanently adopt that comfy sweatshirt he left at your place. Especially if he's the one who caused the breakup, he probably doesn't have the cojones to ask for it back now. 4. Gain that extra 10 lbs that fills you out nicely, like Joan Holloway on ""Mad Men""... 5. ...or lose that extra 10 lbs so you can fit into your sexy jeans again. Either way, this also requires a Facebook photo album. The Frisky: How Joan Holloway gives me confidence 6. You might hear from his mom, sisters, or other family members you were close to after the breakup, especially if you dated for a long time. Airing too much of your dirty laundry to them will make you look like a psycho. But if he did cheat on you (and you didn't cheat back), it couldn't hurt to mention how his bad behavior led to the split. The Frisky: 10 rules on way men and women eat Dude sure as hell didn't tell them the truth about why you broke up! And any mom or sister worth her salt will tear your ex a new one when they learn that's why he lost a great girl like you. The Frisky: Continue relationships with an ex's loved ones? 7. Ignore every single text, Tweet, Facebook poke and email from here on out. But kept posting stuff on your social networking sites on the regular. 8. If you're a songwriter or a poet, well, you know what to do. The creep who caused Ani Di Franco's song ""Untouchable Face"" probably hasn't forgotten what he did. 9. Penning aggressive-aggressive emails (as opposed to passive-aggressive ones) is always therapeutic. The Frisky: Passive aggressive notes Web site 10. Spend a few months feeling down. Indulge in some therapy. Do some fun things single women do. Work extra-hard at your job and get a promotion. Go take a trip or buy some new clothes. Whenever you're ready, go meet a new guy. Fall in love. Have tons of great sex. Laugh a lot. Talk about baby names and where you want your honeymoon to be. The next time you run into your ex, mention all the great things that have happened in your life since you broke up ... or just smile. The Frisky: Happy to be single TM & © 2009 TMV, Inc. | All Rights Reserved",facebook,news-qa-summarization
NEWS_0170,"(CNN) -- A part-time actor has been accused of killing his neighbor and then luring the victim's friend to her death in an attempt to cover up his crime, authorities in California said. 

The Costa Mesa Police Department last week charged Daniel Wozniak, 27, with two counts of murder. Wozniak is being held without bail and will be arraigned June 25, said Farrah Emami, spokesperson for the Orange County District Attorney's Office. 

Wozniak has been accused in the shooting death of Samuel Herr, 26, and Juri Kibuishi, 23, of Irvine, police said. 

According to investigators, Wozniak and Herr, who lived in the same residential complex in Costa Mesa, drove to the Los Alamitos Joint Forces Training Base on Friday, May 21. It is at the base that Wozniak shot and killed Herr for financial gain, police said. 

The suspect cut off Herr's head, left arm and right hand and discarded the body parts at a park in Long Beach, police said. 

After the slaying, Wozniak used Herr's cell phone to text Kibuishi and arrange for her to come to Herr's apartment, investigators alleged. 

Shortly after midnight on May 22, Kibuishi arrived at the Herr's home, where she was shot and killed by Wozniak, police said. 

""Wozniak then staged the crime scene to appear as if a sexual assault had occurred by partially removing her clothing,"" police said in a statement. 

In addition, investigators said a 17-year-old individual was directed by Wozniak to make several ATM withdrawals using Herr's bank card. 

Several law enforcement agencies, including the FBI, have been assisting the Costa Mesa Police. 

From April 23 to May 23, Wozniak starred in a local theater's production of the musical ""Nine."" 

In a statement, the Hunger Artists Theatre Company said, ""We at Hunger Artists are horrified and saddened by the deaths of Juri Kibuishi and Samuel Eliezer Herr.  Our hearts and deepest condolences go out to their friends and families in this tragic time.""",actor,news-qa-summarization
NEWS_0171,"NEW YORK (CNN)  -- The YouTube and Carnegie Hall generations collided Wednesday night in New York City as a nearly sold-out audience looked on in amazement.

Images from musicians' videos are projected during the YouTube Symphony Orchestra concert in New York.

Almost 100 musicians from around the world -- the world's first symphony orchestra comprised of members who auditioned solely online -- played their debut gig. They may have forever changed the audition process in their journey.

The YouTube Symphony Orchestra bore a new era of classical performance at Carnegie Hall, and according to a YouTube employee, that's exactly what they wanted to do.

""We hope this is game changing in the sense it redefines audition space, it brings people closer together and lets them collaborate, transcending geographical and linguistic boundaries,"" said marketing manager Ed Sanders.

Participants were chosen from more than 3,000 YouTube video submissions from more than 70 countries and territories spanning six continents, according to a press release.  Watch orchestra play »

Their YouTube channel has received more than 15 million page views thus far with members hailing from more than 30 countries. The symphony orchestra's members participated in the three-day Classical Music Summit at Julliard and their Carnegie Hall debut served as the finale.

Michael Tilson Thomas directed the performance and also served as the artistic adviser and conductor to the orchestra. He refined and nurtured each member through their musical selections online until the entire orchestra met in the real world a few days ago.

""For us it's somewhere between a classical music summit conference and a scout jamboree with an element of speed dating thrown in,"" Thomas said.

While some participants traveled from as far as South Korea, Malaysia and Lithuania, bass player Kurt Hinterbichler lives in New York City. A theoretical physicist working on his doctorate at Columbia University, Hinterbichler was enamored at being chosen to participate.

""Carnegie Hall is still sort of the unofficial pinnacle of achievement of the classical music world,"" he said. ""You know once you've made it to Carnegie Hall you've really made it.""

So, how do you get to Carnegie Hall? ""Upload, upload, upload [YouTube videos],"" joked Thomas, updating the old ""practice, practice, practice"" punchline.

Violin player Jennifer Lindsay, who is a systems engineer by day, said she was floored when she learned she was selected. ""YouTube gave me this opportunity to perform at Carnegie Hall. There's no other way that someone like me who is not even a professional musician would have ever made it.""

World-renowned composer Tan Dun created a piece especially for the orchestra titled ""Internet Symphony No. 1, Eroica."" Dun told YouTube his inspiration for this piece came from the streets of many international cities.

""On the streets of New York, London, Paris, Beijing, Shanghai, I heard the street noise...then I thought this is the spirit beyond, this is the spirit of today.""

Dun has also created music for the movie ""Crouching Tiger Hidden Dragon"" and the Beijing Summer Olympics.

The symphony orchestra played to a Carnegie Hall audience that was almost 90 percent of capacity.

Audience members seemed to love not only the performance, but the idea as a whole. Peter Newton and his wife were on vacation in New York from London and decided to attend the concert.

""The mixture between the music and democracy... it's interesting that at the end of the day, you bring them together for this performance,"" he said.

Aaron Polsky attended the performance in support of his sister, who helped organize it. He was amazed at how limitless the performance seemed. ""I think it's great... there are really no boundaries other than owning a computer and an Internet connection.""

Musicians Lindsay and Hinterbichler both said they had no doubts the event would be a success.

""Absolutely do not underestimate the motivational power of playing at Carnegie Hall,"" Lindsay said. Hinterbichler agreed, ""We've got world class conductors, it will come together.""",youtube,news-qa-summarization
NEWS_0172,"(CNN) -- U.S. fans of Michael Jackson are pouring out their grief through music and dance, impromptu shrines at symbolic locations and heartfelt remembrances online. Valerie Rojas Pruitt, 12, lights a candle Friday at Michael Jackson's star on the Hollywood Walk of Fame. Jackson's star on the Hollywood Walk of Fame was surrounded hours before dawn Friday by candles, flowers, posters and balloons. As the sun rose, a man crouched on the sidewalk and painted a portrait of the pop star, who died suddenly on Thursday. ""This is a very sad day here in Hollywood, California,"" sobbed Melissa Fazli, a CNN iReporter. ""This is very, very sad. I can't believe it."" The star emblem had been covered until almost 3 a.m. by a red carpet for the premiere of the Sasha Baron Cohen film ""Bruno"" at Grauman's Chinese Theater, but fans started leaving mementos as soon as the carpet was removed. The film's producers reportedly cut a scene referencing Jackson, at least for the premiere.  Watch the Walk of Fame shrine grow » ""He was an innovator,"" a fan named Delores said outside the theater. ""He's basically an icon in his own time -- legendary. It's going to take years [to sink in] that he's gone, because he's always with me. ... I'm just trying to assess it all right now. I'm still mourning, and at the same time missing him. It's a little bit much to bear.""  See what celebrities had to say » Fans gathered near the gates of the Los Angeles home where the King of Pop collapsed Thursday, and hundreds more assembled outside the UCLA Medical Center, where Jackson was pronounced dead. The U.S. fans' reaction was part of a worldwide outpouring of grief over Jackson's death and celebration of his life and art. See how people reacted in other countries People stopped in their tracks Thursday in New York's Times Square, staring up at the giant TV screens bearing news of Jackson's death. Some people set up lawn chairs in the evening.  Watch the reaction on Times Square » Hundreds of people gathered in front of the Motown Historical Museum in Detroit, Michigan, a two-story house where the Jackson 5's recording career began in 1969, according to CNN affiliate WDIV-TV. Fans built a makeshift shrine to Jackson, whose hits could be heard booming from passing cars, the station reported.  View a timeline of Jackson's career » Fans frequently broke into song and dance around Jackson's childhood home on Jackson Street, renamed in honor of the family, in Gary, Indiana, CNN affiliate WRTV-TV reported.  Watch fans gather at the home » ""I knew Michael. I only lived three blocks from him myself,"" Gary resident John Moore told WRTV-TV. ""It's a really sad day. I'm very hurt and disappointed right now. He was a great guy."" CNN iReporter Egberto Willies of Kingwood, Texas, summed up the conflicting feelings Jackson engendered among his admirers: ""I grew up on Michael Jackson,"" Willies said in a video post on iReport.com. ""I loved Michael Jackson. I hated Michael Jackson. I admired Michael Jackson. I was ashamed of Michael Jackson. I was sorry for Michael Jackson. I was proud of Michael Jackson. iReport: Share your thoughts about Michael Jackson ""Michael Jackson was a complicated human being who was [denied] a childhood in order to provide us with great musical and dancing entertainment,"" Willies went on. ""But with all his wealth and success he never seemed happy with himself. He never viewed himself as we viewed him: simply the best entertainer alive. May he rest in peace, his demons left behind."" CNN's Kara Finnstrom and Dan Simon contributed to this report.",hollywood,news-qa-summarization
NEWS_0173,"LONDON, England (CNN) -- When Danish auteur Lars von Trier presented his gothic thriller, ""Antichrist"" at Cannes Film Festival last month, it was greeted with cat-calls, jeers and, at times, disbelieving laughter. Danish auteur Lars von Trier has been making films that shock, provoke and impress for over 40 years. Filmmakers are expected to give audiences a hard time at Cannes and the two-hander starring Willem Dafoe and Charlotte Gainsbourg as a couple grieving the loss of a child is no exception. But it was the level of pornographic sex and visceral brutality that outraged some and astonished many. Von Trier was labeled a woman-hater for the wince-inducingly horrific final scene in which female lead Charlotte Gainsbourg takes a pair of rusty scissors to her genitals and performs a DIY clitoridectomy right to camera. An Ecumenical Jury that normally hands out a prize at Cannes celebrating spiritual values felt moved to award ""Antichrist"" an ""anti-prize"" for being ""the most misogynist movie from the self-proclaimed biggest director in the world."" ""Lars von Trier, we get it,"" wrote film critic Wendy Ide in UK paper The Times. ""You really, really don't like women."" Misogyny couldn't be further from the truth, according to Von Trier, who says he sees himself up there on the screen: ""I mostly see myself as the female character,"" the 53-year-old director told CNN in Cannes. Do you think that Lars von Trier is a woman-hater? Tell us below in the SoundOff box The director says that he shot the film as a form of therapy after recovering from a serious mental illness. Indeed, a few years ago, it was questionable whether von Trier, who is famously multi-phobic, would be able to make another film. In the winter of 2006, he fell victim to depression and checked into hospital, the aftermath of which left him ""like a blank sheet of paper,"" he told Danish paper Politiken at the time. Today, if not fully recovered -- the most terrifying thing he can think of is still ""myself"" -- he is able to function once more and is receiving cognitive behavioral therapy to help him face up to his psychological issues. Despite, or perhaps because of, what he describes as his ""sensitive"" nature, von Trier is one of today's great contemporary European auteurs, considered responsible for spearheading a revival in the fortunes of Scandinavian filmmaking. ""I think that if you are, shall we say, sensitive, then there is a good side and a bad side about it,"" said von Trier. ""The good side is that you can sometimes achieve something creatively. But, of course, it always also allows some of these negative thoughts in.""  Watch Lars von Trier talking to CNN's The Screening Room about ""Antichrist"" » He has been nominated for the top prize at Cannes, the Palme D'Or, a staggering eight times, winning once in 2000 for the harrowing operatic tragedy, ""Dancer in the Dark,"" starring Icelandic musician, Bjork, who also took home the Best Actress prize that year. It is rumored Bjork became so unhinged filming ""Dancer in the Dark"" she ate her own cardigan. Von Trier claimed each morning she would say ""Mr von Trier, I despise you,"" and spit at him.  In pictures: The wierd world of Lars von Trier » Von Trier has a reputation for being tough on his actors. His friend and long-time collaborator, actor Stellan Skarsgard describes von Trier as ""not uncomplex."" ""I was scared,"" admitted Gainsbourg who won Best Actress at Cannes for her performance. ""I had heard stories about him as a director ... maybe he's cruel and vicious."" But she now describes him as her ""guide"" and ""the greatest director I've ever worked with."" Fueled by his unconventional approach and upbringing, the mythology surrounding von Trier looms large over everything he touches. Brought up in Copenhagen by",film,news-qa-summarization
NEWS_0174,"New York (CNN) -- The son of actor Michael Douglas apologized to a federal judge before being sentenced to a five-year prison term Tuesday, promising to follow ""the true right path"" when released. 

Cameron Douglas, 31, pleaded guilty to distributing large quantities of methamphetamine and cocaine in January. 

""I apologize to the court for my decisions and actions that put me in front of you today,"" Douglas said in a trembling voice. He added, ""I have developed, in my mind, the idea that I want to take the right path, the true right path."" 

U.S. District Judge Richard Berman rebuffed pleas by defense lawyers for a more lenient sentencing, telling the spectators that prison may be Douglas' ""last chance."" 

Cameron Douglas is the son of the two-time Academy Award winner and his first wife, Diandra Luker, both of whom attended the sentencing. As Cameron Douglas spoke, his mother was crying and his father appeared to be fighting back tears. 

Douglas, who was arrested in July 2009 at a Manhattan nightclub, asked Berman ""for opportunity to be a role model to my younger brothers and sisters."" 

""I believe, your honor, things will be different this time,"" he added. If given a second chance, he said, ""I will never squander that opportunity."" 

Berman acknowledged that numerous letters sent on the defendant's behalf by celebrities and others, but said some of the letters implied that he should not make an example of Douglas because he is the son of a famous actor. 

""None acknowledged appropriately the numerous impacts to victims of society for dealing drugs,"" the judge said.",actor,news-qa-summarization
NEWS_0175,"Belfast, Northern Ireland (CNN) -- Pop superstar Rihanna has been ordered to cover up by a Christian farmer who took exception to her ""inappropriate behavior"" while filming a music video on his land. 

The controversy has erupted in Northern Ireland and was even discussed Tuesday by lawmakers in the province's elected Assembly in Belfast. 

Rihanna, who was born in Barbados but has Irish ancestry, is in Northern Ireland this week for sold-out shows at Belfast's Odyssey Arena. 

The 23-year-old had been given permission to film a video for the song ""We Found Love"" in a muddy barley field owned by farmer Alan Graham outside Bangor, about 10 miles from Belfast. 

Graham explained Tuesday, ""I didn't know who was coming. If the name 'Rihanna' had been mentioned, well, no disrespect, but it wouldn't have meant anything."" 

However, he says that when he went to get his tractor Monday and saw the singer stripping down to a bikini top, he stepped in to end the shoot. 

The local political representative said he ""asked the film crew to stop, and they did."" 

Graham insisted that ""there were no hard feelings."" 

He added: ""I had a conversation with Rihanna; we shook hands; we parted company on good terms. I found her very gracious, and I hope she understands where I'm coming from. I wish her well."" 

Word had quickly spread of Rihanna's surprise appearance in the Northern Irish countryside, and traffic came to a standstill as fans attempted to catch a glimpse of the star. 

Graham's wife shed more light on the incident Tuesday, revealing that Rihanna had gone topless. 

Said Mrs. Graham, who declined to give her first name, ""What she was doing became more inappropriate. When she started to go topless, that's what Alan was particularly objecting to -- things were getting out of hand. There was a man as well, and the behavior was getting more inappropriate. ... It wasn't the sort of thing Alan wanted young people (those watching) to see on his land. We are Christians."" 

However, Mrs. Graham added: ""The girl was very nice; she shook hands with Alan several times"" after he asked for the filming to stop. 

Not to be deterred, Rihanna was back filming again in Belfast on Tuesday. 

But the controversy of the sexy shoot in the barley field rumbled on -- and even made it onto the agenda at the Northern Ireland Assembly. 

Graham is a local representative with the pro-British Democratic Unionist Party (formerly led by Protestant preacher the Rev. Ian Paisley), and the Rihanna row led to a light-hearted exchange between lawmakers in the Northern Ireland Assembly on Tuesday. 

Mike Nesbitt, of rival pro-British party the Ulster Unionists, addressed Democratic Unionist leader Peter Robinson, Northern Ireland's first minister. 

Nesbitt said, ""I wonder if the first minister has had an opportunity to assess the potential damage from the news that the pop icon Rihanna was foiled in her filming ambitions yesterday, which I believe were no more sinister than appearing in a field in red, white and blue."" (The latter are the colors of the British flag as well as the American one). 

Robinson replied, ""I'm pretty sure there was no problem with the colors involved!"" 

Robinson had just been telling the Assembly of his recent trade mission to the United States to encourage Hollywood studios to make more movies in Northern Ireland.",singer,news-qa-summarization
NEWS_0176,"ATLANTA, Georgia (CNN) -- Wearing a plaid green A-line spring skirt from her new fashion line, paired with a black patent leather belt and black leather gladiator sandal stilettos, ""Sex and the City"" actress Kristin Davis is the perfect combination of sweet and fierce when we meet up after her fashion show at the Belk department store in Atlanta, Georgia. Kristin Davis surrounded by models and Belk store official Arlene Goldstein. It's a look that totally says her character, Charlotte, with a little bit of screen pal Carrie. Davis is so much like her character, adorable and upbeat, I expect Carrie or Samantha to drop in on our conversation and say something to shock her. As any true fan knows ... OK ... as every woman knows, watching ""Sex and the City"" was like being front row at a fashion show with a plot. TV show and movie costume designer Patricia Field dressed the characters in haute couture as they skipped down the streets of New York City in $600 stilettos. But is this reality? Most sane women wouldn't choose to walk even one city block in high heels. And most women certainly can't spend a month's rent on a belt or bag, even if they have a truly fabulous party to wear it to. So, what about us, the fashionistas on a budget? Are we to be ignored, forced to wear boring clothing and practical shoes? Luckily, no; designers are catching on. Target features affordable lines from high-end designers like Alexander McQueen and Isaac Mizrahi. All of the pieces in Sarah Jessica Parker's clothing line Bitten cost less than $20 before the clothing store that carried them went under. Davis is the latest celebrity to jump on the clothing label bandwagon, designing a line for Belk department stores. Will she meet the same fate as Parker? Davis has the following to be successful. Although her character was by far the most conservatively dressed (Carrie strolling through town in just a bra top, anyone?), she had the most wearable wardrobe, and Davis became a fashion icon along with the rest of the ladies. Her favorite piece from her line? ""I can't decide, impossible to choose!"" she says. So I choose for her: definitely the gladiator heels. ""It's important for women to have a strong shoe,"" she says. ""Then you can wear anything on top. With a strong shoe on, you're good to go."" She admits she didn't have a defined style before meeting Field, who bluntly told her that ""Sexy Secretary"" was going to be her look. Davis' philosophy is a good one: Stick with what works. She takes the look that Field defined for her ""Sex and the City"" character. Original it's not, but everything coming down the runway is something the stylish Charlotte York would definitely wear. Davis is in touch with all of us real women out there, saying, ""I don't want to make clothing that only skinny actresses could wear."" Her solution? Dresses, shoes and swimsuits worthy of a ""Sex and the City"" episode that you don't need Park Avenue pockets to afford. It's versatile enough to look good on every body type. ""Everyone has body issues. I really wanted to create pieces that looked good on different kinds of bodies. I had all of my family members trying on the outfits!"" she says with a laugh. Davis won't spill any secrets from the scripts of the ""Sex and the City"" movie sequel, which comes out in May 2010, but she admits it's a ""happy"" movie. She does hint that our famous foursome might have to cut back a little on their clothing expenses as art imitates life. And she's willing to share some fashion tips: How to look like you stepped out of the wardrobe room on the set of the next ""Sex and the City"" movie? Green. ""It's THE color"" she says. And hey, who",actress,news-qa-summarization
NEWS_0177,"LOS ANGELES, California (CNN) -- A one-of-a-kind bicycle belonging to U.S. cycling legend Lance Armstrong was stolen from a team truck in California just hours after he rode it Saturday on the first day of a nine-day race. Lance Armstrong's bike was stolen after he competed  in the first day of the Amgen Tour of California. Cancer survivor and seven-time Tour de France champion Armstrong is racing in the Amgen Tour of California this week as he attempts another comeback after retiring from the sport in 2005. Armstrong's first comeback came in 1998, two years after he was diagnosed with advanced testicular cancer that had spread to his lungs and brain. Doctors gave him a less than 50 percent chance of survival. Armstrong announced the bike theft on his Twitter account Sunday morning and posted a photograph. ""There is only one like it in the world therefore hard to pawn it off. Reward being offered,"" he wrote. The bicycle that was stolen is not the one Armstrong rides every day during the race. The stolen bike is used only for time trials, a race in which cyclists ride individually at staggered intervals over a set distance and try to get the best time. The thieves took four bicycles from a truck Armstrong's Astana team had parked behind a hotel in Sacramento. The other three bicycles belonged to team members Janez Brajkovic, Steve Morabito and Yaroslav Popovych, Astana said. Armstrong, 37, won the Tour de France, considered the premier bicycle race in the world, a record seven times from 1999-2005. The 750-mile Amgen Tour of California ends Sunday. It is the second major race in which Armstrong has participated since announcing his comeback in September. He raced last month in the Tour Down Under in Australia, finishing 29th. Armstrong said he is aiming for another Tour de France victory this summer and was not expected to contend in the Australian race, which he used to gauge his fitness level after more than three years out of the saddle.",twitter,news-qa-summarization
NEWS_0178,"(CNN) -- Whether they're raising their adopted baby girl, dodging homophobic quips from their fraternity brothers or teaching the ""Single Ladies"" dance to the football team after glee club, it seems gay characters are becoming a vital part of prime time TV. 

With characters like ""Modern Family's"" Mitchell and Cameron, Calvin from ""Greek"" and Kurt from ""Glee,"" the number of lesbian, gay, bisexual and transgender (LGBT) characters on scripted programs has just about doubled since 2005, according to the Gay and Lesbian Alliance against Defamation. 

And characters will continue to identify as LGBT as time goes on, such as ""Ugly Betty's"" Justin, who recently had his first same-sex kiss. But Jarrett Barrios, president of GLAAD said, ""We still have a long way to go before we're fully represented [on] TV."" 

In addition to the increasing number LGBT characters on scripted shows, which currently represents a little more than 3 percent of all leading and supporting characters on broadcast networks, there are also more openly gay actors and producers working in Hollywood, says Barrios. 

Actor Jesse Tyler Ferguson plays the character Mitchell on the ABC prime time show ""Modern Family."" Like his on-screen role, Ferguson himself is openly gay. 

""The opportunity to play not only a well developed gay character, but a dad, a son and brother was really appealing to me. ... I chose to play him very close to myself and I think that truthfulness was appealing to the creators,"" Ferguson told CNN. 

However, Ferguson says his sexual orientation does not make him any more qualified to tackle a gay role than Eric Stonestreet, his straight co-star who plays Mitchell's partner Cameron. 

""As a gay man and as someone who is an advocate for equality, truthfulness and fairness, I want to see more gay roles go to gay actors,"" Ferguson said in an e-mail. ""But then on the flip side, as an actor, I want to still be given the opportunity to play roles that are straight."" 

In a recent interview on The Joy Behar Show , Stonestreet said he's excited he has been given the opportunity to portray one half of a committed gay couple raising a child -- a first, he said, for broadcast TV. 

""Our goal is to make people laugh, but while we're making people laugh, if we can open a couple minds here and there, that's also an added benefit,"" he said. 

And while shows like ""Modern Family"" are working to open peoples' minds about same-sex parents, the ""L"" and the ""T,"" of LGBT, are still waiting for their TV time, said Hollywood casting director Tammara Billik. 

It's very common for female characters to be portrayed as bisexuals instead of lesbians, she said. 

""I wouldn't say it's because of a discomfort with lesbianism, it's just an interest in bisexuality,"" Billik said. ""[People] think it's hot, and it gives characters a wide variety of storylines."" 

And as far as the ""T,"" she said, ""transgender people are not represented in our daily lives with the same frequency that gay and lesbian people are. It's harder to find an audience that will embrace a transgender character."" 

Sean Smith, the executive producer of ABC Family's ""Greek,"" said he has loaned some of his own experiences as an openly gay man to the show. And when casting, an actor's sexual orientation does not come into play. 

""When you're in casting, it's not appropriate or legal to say, 'Hey, are you gay?' Whether they're gay, straight, from the South, British or from Mars, it doesn't matter. The best person who captures that character gets the job."" 

And for Smith, straight actor Paul James was the best person for the role of Calvin Owens, a gay member of Omega Chi, a fictional fraternity on """,actor,news-qa-summarization
NEWS_0179,"(CNN) -- An Egyptian court on Thursday confirmed the death sentences of a business tycoon and a former police officer convicted of killing rising Lebanese pop star Suzanne Tamim. Hisham Talaat Moustafa, a real estate mogul, has been found guilty of Suzanne Tamim's murder. In a case that has captivated Egypt and the region because of the fame of the victim and one of the defendants, a judge sentenced to death real estate mogul Hisham Talaat Moustafa and former officer Muhsen el Sukkari last month. Tamim's body was found stabbed, with her throat slit, in her apartment in the United Arab Emirates in July 2008. The court's latest decision came after a review of the sentence by Egypt's grand mufti, the country's highest religious official. Because the two men were sentenced under Islamic law, it is widely expected they will be hanged. The court usually seeks to get the Mufti's ""advice only on any death sentence, according to the law,"" a legal source in Cairo told CNN. ""However, the Mufti's advice to the court is not binding at all,"" added the source, who asked not to be named. ""Even if the Mufti was against the death sentence, that will not have any effect on the judge's decision, who will have the final say,"" the source said. Since his 2003 appointment as grand mufti, Sheikh Ali Gomaa has received about 480 cases from the court that included death sentences. He supported the judge's decision in 478 and opposed twice, but the rule was implemented according to the court conviction. Moustafa's lawyer previously told reporters that he would appeal the conviction, saying there was ""a 1 million percent guarantee"" the sentence would be overturned. Prosecutors alleged Moustafa, a parliament member for the ruling National Democratic Party, paid el Sukkari $2 million to kill Tamim. During the trial, Moustafa's lawyer told CNN his client loved the singer but could not take Tamim as a second wife because his family objected. Polygamy is legal in Egypt, and it's not unusual for men such as Moustafa, a married father of three, to take on additional wives. Prosecutors have said Tamim's death was a ""means of taking revenge"" but have not elaborated. Moustafa and el Sukkari claim the prosecution's evidence could have been fabricated or tampered with by UAE authorities and should not be used against them. Although Tamim was killed in the UAE, the Egyptian judiciary tried the case in Cairo because the accused were arrested in Egypt. After Moustafa's arrest in September, Egyptian authorities indicted him, stripped him of his parliamentary immunity and jailed him pending trial. He also resigned as chairman of Talaat Moustafa Group -- a conglomerate with construction and real estate arms that was founded by his father, Talaat Moustafa. Moustafa's brother, Tarek Talaat Moustafa, now chairs the company. CNN.com Arabic's Mahmoud Gharib contributed to this story.",singer,news-qa-summarization
